round,source,target,count,value
1,5,1,0,0
1,5,2,0,0
1,5,3,4,3468
1,5,4,4,6675
1,5,5,2,3147
1,5,6,4,5110
1,5,7,0,0
1,5,8,0,0
1,5,9,0,378
1,5,10,0,0
1,5,11,0,0
1,5,12,0,0
1,5,13,0,0
1,5,14,0,0
1,5,15,0,0
1,5,16,0,0
1,5,17,0,0
1,5,18,0,0
1,5,19,5,3365
1,5,20,4,2997
1,5,21,2,2435
1,5,22,4,3517
1,5,23,0,0
1,5,24,0,0
1,5,25,0,0
1,5,26,0,0
1,5,27,0,0
1,5,28,0,0
1,5,29,0,0
1,5,30,0,0
1,5,31,0,0
1,5,32,0,0
1,5,33,0,0
1,5,34,0,0
1,5,35,2,98
1,5,36,6,240
1,5,37,0,0
1,5,38,0,91
1,5,39,0,0
1,5,40,0,0
1,5,41,0,0
1,5,42,0,0
1,5,43,0,0
1,5,44,0,0
1,5,45,0,0
1,5,46,0,0
1,5,47,0,0
1,5,48,0,0
1,5,49,0,0
1,5,50,0,0
1,5,51,0,0
1,5,52,0,0
1,5,53,2,545
1,5,54,0,0
1,5,55,0,1
1,5,56,0,417
1,5,57,0,0
1,5,58,0,0
1,5,59,0,0
1,5,60,0,0
1,5,61,0,0
1,5,62,0,0
1,5,63,0,0
1,6,0,0,0
1,6,1,0,0
1,6,2,0,0
1,6,3,4,860
1,6,4,3,5697
1,6,5,2,3823
1,6,6,5,548
1,6,7,0,0
1,6,8,5,93
1,6,9,0,5090
1,6,10,1,0
1,6,11,0,0
1,6,12,2,59
1,6,13,0,0
1,6,14,0,0
1,6,15,0,0
1,6,16,0,0
1,6,17,0,0
1,6,18,0,0
1,6,19,5,3535
1,6,20,3,2389
1,6,21,2,372
1,6,22,4,1789
1,6,23,4,0
1,6,24,2,1440
1,6,25,2,2501
1,6,26,0,0
1,6,27,3,236
1,6,28,0,0
1,6,29,0,0
1,6,30,0,0
1,6,31,0,0
1,6,32,0,0
1,6,33,0,0
1,6,34,0,0
1,6,35,4,148
1,6,36,7,494
1,6,37,0,0
1,6,38,4,346
1,6,39,2,0
1,6,40,0,0
1,6,41,0,0
1,6,42,0,0
1,6,43,0,0
1,6,44,0,0
1,6,45,0,0
1,6,46,0,0
1,6,47,0,0
1,6,48,0,0
1,6,49,0,0
1,6,50,0,0
1,6,51,0,0
1,6,52,0,0
1,6,53,2,209
1,6,54,0,0
1,6,55,2,1
1,6,56,3,2866
1,6,57,0,0
1,6,58,0,0
1,6,59,0,0
1,6,60,0,0
1,6,61,0,0
1,6,62,0,0
1,6,63,0,0
1,7,0,0,0
1,7,1,0,0
1,7,2,0,0
1,7,3,4,338
1,7,4,1,2929
1,7,5,0,1784
1,7,6,5,2
1,7,7,0,0
1,7,8,5,1095
1,7,9,5,5726
1,7,10,1,1061
1,7,11,0,0
1,7,12,3,1330
1,7,13,0,0
1,7,14,0,0
1,7,15,0,0
1,7,16,0,0
1,7,17,0,0
1,7,18,0,0
1,7,19,3,3728
1,7,20,2,2050
1,7,21,2,34
1,7,22,3,143
1,7,23,5,282
1,7,24,2,2768
1,7,25,3,3499
1,7,26,2,4
1,7,27,4,1405
1,7,28,0,0
1,7,29,0,0
1,7,30,0,0
1,7,31,0,0
1,7,32,0,0
1,7,33,0,0
1,7,34,0,0
1,7,35,3,67
1,7,36,6,328
1,7,37,0,0
1,7,38,3,62
1,7,39,2,182
1,7,40,0,0
1,7,41,0,0
1,7,42,0,0
1,7,43,0,245
1,7,44,0,0
1,7,45,0,0
1,7,46,0,0
1,7,47,0,0
1,7,48,0,0
1,7,49,0,0
1,7,50,0,0
1,7,51,0,0
1,7,52,0,0
1,7,53,3,43
1,7,54,0,0
1,7,55,2,0
1,7,56,3,3213
1,7,57,0,0
1,7,58,0,0
1,7,59,0,0
1,7,60,0,0
1,7,61,0,0
1,7,62,0,0
1,7,63,0,0
1,8,0,0,0
1,8,1,0,0
1,8,2,0,0
1,8,3,2,0
1,8,4,0,0
1,8,5,0,0
1,8,6,2,0
1,8,7,0,0
1,8,8,5,4963
1,8,9,5,5924
1,8,10,2,3036
1,8,11,0,0
1,8,12,3,4324
1,8,13,0,0
1,8,14,0,0
1,8,15,0,0
1,8,16,0,0
1,8,17,0,0
1,8,18,0,0
1,8,19,0,0
1,8,20,0,0
1,8,21,0,0
1,8,22,0,0
1,8,23,4,49
1,8,24,3,2311
1,8,25,4,4093
1,8,26,3,0
1,8,27,5,3157
1,8,28,0,0
1,8,29,0,0
1,8,30,0,0
1,8,31,0,0
1,8,32,0,0
1,8,33,0,0
1,8,34,0,0
1,8,35,2,0
1,8,36,3,2
1,8,37,0,0
1,8,38,1,0
1,8,39,2,292
1,8,40,0,0
1,8,41,0,0
1,8,42,0,0
1,8,43,1,356
1,8,44,0,0
1,8,45,0,0
1,8,46,0,0
1,8,47,0,0
1,8,48,0,0
1,8,49,0,0
1,8,50,0,0
1,8,51,0,0
1,8,52,0,0
1,8,53,3,0
1,8,54,0,0
1,8,55,0,0
1,8,56,3,3901
1,8,57,0,0
1,8,58,0,46
1,8,59,0,0
1,8,60,0,0
1,8,61,0,0
1,8,62,0,0
1,8,63,0,0
1,9,0,0,0
1,9,1,0,0
1,9,2,0,0
1,9,3,0,0
1,9,4,0,0
1,9,5,0,0
1,9,6,0,0
1,9,7,0,0
1,9,8,5,4813
1,9,9,5,5287
1,9,10,2,3681
1,9,11,0,0
1,9,12,3,4702
1,9,13,0,443
1,9,14,0,0
1,9,15,0,0
1,9,16,0,0
1,9,17,0,0
1,9,18,0,0
1,9,19,0,0
1,9,20,0,0
1,9,21,0,0
1,9,22,0,0
1,9,23,2,13
1,9,24,3,2557
1,9,25,4,3831
1,9,26,2,70
1,9,27,3,2884
1,9,28,0,0
1,9,29,0,0
1,9,30,0,0
1,9,31,0,0
1,9,32,0,0
1,9,33,0,0
1,9,34,0,0
1,9,35,0,0
1,9,36,2,0
1,9,37,0,0
1,9,38,0,0
1,9,39,1,8
1,9,40,0,0
1,9,41,0,0
1,9,42,0,0
1,9,43,0,97
1,9,44,0,0
1,9,45,0,0
1,9,46,0,0
1,9,47,0,0
1,9,48,0,0
1,9,49,0,0
1,9,50,0,0
1,9,51,0,0
1,9,52,0,0
1,9,53,0,0
1,9,54,0,0
1,9,55,0,0
1,9,56,3,3968
1,9,57,0,0
1,9,58,0,116
1,9,59,0,0
1,9,60,0,0
1,9,61,0,0
1,9,62,0,0
1,9,63,0,0
1,10,0,0,0
1,10,1,0,0
1,10,2,0,0
1,10,3,0,0
1,10,4,0,0
1,10,5,0,0
1,10,6,0,0
1,10,7,0,0
1,10,8,5,4406
1,10,9,5,196
1,10,10,2,4180
1,10,11,5,272
1,10,12,3,4671
1,10,13,2,2115
1,10,14,0,0
1,10,15,0,0
1,10,16,0,0
1,10,17,0,0
1,10,18,0,0
1,10,19,0,0
1,10,20,0,0
1,10,21,0,0
1,10,22,0,0
1,10,23,2,37
1,10,24,3,766
1,10,25,3,3092
1,10,26,6,307
1,10,27,3,2216
1,10,28,0,0
1,10,29,2,2358
1,10,30,0,0
1,10,31,0,61
1,10,32,0,0
1,10,33,0,0
1,10,34,0,0
1,10,35,0,0
1,10,36,0,0
1,10,37,0,0
1,10,38,0,0
1,10,39,3,43
1,10,40,0,0
1,10,41,0,0
1,10,42,0,0
1,10,43,1,362
1,10,44,0,0
1,10,45,0,21
1,10,46,0,0
1,10,47,0,0
1,10,48,0,0
1,10,49,0,0
1,10,50,0,0
1,10,51,0,0
1,10,52,0,0
1,10,53,0,0
1,10,54,0,0
1,10,55,0,0
1,10,56,3,3659
1,10,57,0,0
1,10,58,3,3678
1,10,59,0,0
1,10,60,0,0
1,10,61,0,0
1,10,62,0,0
1,10,63,0,0
1,11,0,0,0
1,11,1,0,0
1,11,2,0,0
1,11,3,0,0
1,11,4,0,0
1,11,5,0,0
1,11,6,0,0
1,11,7,0,0
1,11,8,3,4007
1,11,9,5,0
1,11,10,3,4294
1,11,11,5,964
1,11,12,4,4341
1,11,13,3,4905
1,11,14,1,0
1,11,15,0,0
1,11,16,0,0
1,11,17,0,0
1,11,18,0,0
1,11,19,0,0
1,11,20,0,0
1,11,21,0,0
1,11,22,0,0
1,11,23,0,0
1,11,24,3,17
1,11,25,3,566
1,11,26,4,77
1,11,27,3,2292
1,11,28,4,9
1,11,29,3,3164
1,11,30,0,0
1,11,31,2,2292
1,11,32,0,0
1,11,33,0,0
1,11,34,0,0
1,11,35,0,0
1,11,36,0,0
1,11,37,0,0
1,11,38,0,0
1,11,39,5,333
1,11,40,0,0
1,11,41,0,0
1,11,42,0,0
1,11,43,2,681
1,11,44,0,23
1,11,45,1,60
1,11,46,0,0
1,11,47,1,0
1,11,48,0,0
1,11,49,0,0
1,11,50,0,0
1,11,51,0,0
1,11,52,0,0
1,11,53,0,0
1,11,54,0,0
1,11,55,0,0
1,11,56,4,1080
1,11,57,0,0
1,11,58,5,3349
1,11,59,0,0
1,11,60,0,57
1,11,61,0,0
1,11,62,0,0
1,11,63,0,0
1,12,0,0,0
1,12,1,0,0
1,12,2,0,0
1,12,3,0,0
1,12,4,0,0
1,12,5,0,0
1,12,6,0,0
1,12,7,0,0
1,12,8,0,0
1,12,9,2,0
1,12,10,2,3923
1,12,11,4,5037
1,12,12,4,4424
1,12,13,4,5813
1,12,14,4,110
1,12,15,2,9
1,12,16,0,0
1,12,17,0,0
1,12,18,0,0
1,12,19,0,0
1,12,20,0,0
1,12,21,0,0
1,12,22,0,0
1,12,23,0,0
1,12,24,0,0
1,12,25,2,0
1,12,26,1,0
1,12,27,2,1329
1,12,28,5,1214
1,12,29,3,3504
1,12,30,0,0
1,12,31,3,2304
1,12,32,0,0
1,12,33,0,0
1,12,34,0,0
1,12,35,0,0
1,12,36,0,0
1,12,37,0,0
1,12,38,0,0
1,12,39,3,96
1,12,40,0,0
1,12,41,0,0
1,12,42,0,0
1,12,43,2,1
1,12,44,2,120
1,12,45,6,180
1,12,46,0,0
1,12,47,3,309
1,12,48,0,0
1,12,49,0,0
1,12,50,0,0
1,12,51,0,0
1,12,52,0,0
1,12,53,0,0
1,12,54,0,0
1,12,55,0,0
1,12,56,3,21
1,12,57,0,0
1,12,58,5,3512
1,12,59,0,0
1,12,60,3,542
1,12,61,0,0
1,12,62,0,0
1,12,63,0,0
1,13,0,0,0
1,13,1,0,0
1,13,2,0,0
1,13,3,0,0
1,13,4,0,0
1,13,5,0,0
1,13,6,0,0
1,13,7,0,0
1,13,8,0,0
1,13,9,0,0
1,13,10,0,1869
1,13,11,4,3805
1,13,12,2,4535
1,13,13,4,5484
1,13,14,4,1101
1,13,15,2,1952
1,13,16,0,0
1,13,17,0,0
1,13,18,0,0
1,13,19,0,0
1,13,20,0,0
1,13,21,0,0
1,13,22,0,0
1,13,23,0,0
1,13,24,0,0
1,13,25,0,0
1,13,26,0,0
1,13,27,0,0
1,13,28,4,2700
1,13,29,2,2349
1,13,30,0,0
1,13,31,3,3252
1,13,32,0,0
1,13,33,0,0
1,13,34,0,0
1,13,35,0,0
1,13,36,0,0
1,13,37,0,0
1,13,38,0,0
1,13,39,1,0
1,13,40,0,0
1,13,41,0,0
1,13,42,0,0
1,13,43,0,0
1,13,44,4,118
1,13,45,7,299
1,13,46,0,0
1,13,47,2,666
1,13,48,0,0
1,13,49,0,0
1,13,50,0,0
1,13,51,0,0
1,13,52,0,0
1,13,53,0,0
1,13,54,0,0
1,13,55,0,0
1,13,56,2,0
1,13,57,0,0
1,13,58,5,3342
1,13,59,0,0
1,13,60,4,567
1,13,61,0,0
1,13,62,0,11
1,13,63,0,0
1,14,0,0,0
1,14,1,0,0
1,14,2,0,0
1,14,3,0,0
1,14,4,0,0
1,14,5,0,0
1,14,6,0,0
1,14,7,0,0
1,14,8,0,0
1,14,9,0,0
1,14,10,0,0
1,14,11,5,3584
1,14,12,0,0
1,14,13,4,5070
1,14,14,4,5554
1,14,15,2,4878
1,14,16,0,0
1,14,17,0,0
1,14,18,0,0
1,14,19,0,0
1,14,20,0,0
1,14,21,0,0
1,14,22,0,0
1,14,23,0,0
1,14,24,0,0
1,14,25,0,0
1,14,26,0,0
1,14,27,0,0
1,14,28,4,1746
1,14,29,2,1950
1,14,30,0,0
1,14,31,4,3787
1,14,32,0,0
1,14,33,0,0
1,14,34,0,0
1,14,35,0,0
1,14,36,0,0
1,14,37,0,0
1,14,38,0,0
1,14,39,0,0
1,14,40,0,0
1,14,41,0,0
1,14,42,0,0
1,14,43,0,0
1,14,44,3,364
1,14,45,6,494
1,14,46,0,0
1,14,47,2,553
1,14,48,0,0
1,14,49,0,0
1,14,50,0,0
1,14,51,0,0
1,14,52,0,0
1,14,53,0,0
1,14,54,0,0
1,14,55,0,0
1,14,56,0,0
1,14,57,0,0
1,14,58,4,2822
1,14,59,0,0
1,14,60,5,836
1,14,61,0,0
1,14,62,2,78
1,14,63,0,0
1,15,0,0,0
1,15,1,0,0
1,15,2,0,0
1,15,3,0,0
1,15,4,0,0
1,15,5,0,0
1,15,6,0,0
1,15,7,0,0
1,15,8,0,0
1,15,9,0,0
1,15,10,0,0
1,15,11,5,3254
1,15,12,0,0
1,15,13,4,2166
1,15,14,4,3907
1,15,15,2,5089
1,15,16,0,0
1,15,17,0,0
1,15,18,0,0
1,15,19,0,0
1,15,20,0,0
1,15,21,0,0
1,15,22,0,0
1,15,23,0,0
1,15,24,0,0
1,15,25,0,0
1,15,26,0,0
1,15,27,0,0
1,15,28,3,1866
1,15,29,2,735
1,15,30,0,0
1,15,31,4,3648
1,15,32,0,0
1,15,33,0,0
1,15,34,0,0
1,15,35,0,0
1,15,36,0,0
1,15,37,0,0
1,15,38,0,0
1,15,39,0,0
1,15,40,0,0
1,15,41,0,0
1,15,42,0,0
1,15,43,0,0
1,15,44,3,121
1,15,45,4,457
1,15,46,0,0
1,15,47,2,254
1,15,48,0,0
1,15,49,0,0
1,15,50,0,0
1,15,51,0,0
1,15,52,0,0
1,15,53,0,0
1,15,54,0,0
1,15,55,0,0
1,15,56,0,0
1,15,57,0,0
1,15,58,3,2145
1,15,59,0,0
1,15,60,5,494
1,15,61,0,0
1,15,62,2,0
1,15,63,0,0
1,16,0,3,4235
1,16,1,3,37
1,16,2,4,2508
1,16,3,0,0
1,16,4,0,0
1,16,5,0,0
1,16,6,0,0
1,16,7,2,987
1,16,8,0,0
1,16,9,0,0
1,16,10,0,0
1,16,11,0,0
1,16,12,0,0
1,16,13,0,0
1,16,14,0,0
1,16,15,0,0
1,16,16,2,2244
1,16,17,5,3202
1,16,18,3,2294
1,16,19,0,0
1,16,20,0,0
1,16,21,0,0
1,16,22,0,0
1,16,23,0,0
1,16,24,0,0
1,16,25,0,0
1,16,26,0,0
1,16,27,0,0
1,16,28,0,0
1,16,29,0,0
1,16,30,1,862
1,16,31,0,0
1,16,32,4,3619
1,16,33,3,2733
1,16,34,3,0
1,16,35,0,0
1,16,36,0,0
1,16,37,0,0
1,16,38,0,0
1,16,39,0,0
1,16,40,0,0
1,16,41,0,0
1,16,42,0,0
1,16,43,0,0
1,16,44,0,0
1,16,45,0,0
1,16,46,0,0
1,16,47,0,0
1,16,48,1,12
1,16,49,3,11
1,16,50,3,148
1,16,51,0,0
1,16,52,4,1897
1,16,53,0,0
1,16,54,0,0
1,16,55,0,0
1,16,56,0,0
1,16,57,0,0
1,16,58,0,0
1,16,59,0,0
1,16,60,0,0
1,16,61,0,0
1,16,62,0,0
1,16,63,4,7491
1,17,0,3,1411
1,17,1,4,210
1,17,2,4,4559
1,17,3,0,0
1,17,4,0,0
1,17,5,1,1
1,17,6,2,2281
1,17,7,4,1527
1,17,8,0,0
1,17,9,0,0
1,17,10,0,0
1,17,11,0,0
1,17,12,0,0
1,17,13,0,0
1,17,14,0,0
1,17,15,0,0
1,17,16,2,2950
1,17,17,5,1860
1,17,18,3,3101
1,17,19,0,1
1,17,20,1,3
1,17,21,0,0
1,17,22,0,0
1,17,23,0,0
1,17,24,0,0
1,17,25,0,0
1,17,26,0,0
1,17,27,0,0
1,17,28,0,0
1,17,29,0,0
1,17,30,0,0
1,17,31,0,0
1,17,32,2,1992
1,17,33,3,4981
1,17,34,4,20
1,17,35,0,0
1,17,36,0,0
1,17,37,0,0
1,17,38,3,997
1,17,39,0,0
1,17,40,0,0
1,17,41,0,0
1,17,42,0,0
1,17,43,0,0
1,17,44,0,0
1,17,45,0,0
1,17,46,0,0
1,17,47,0,0
1,17,48,3,799
1,17,49,3,27
1,17,50,2,0
1,17,51,0,0
1,17,52,4,2955
1,17,53,0,0
1,17,54,0,0
1,17,55,0,0
1,17,56,0,0
1,17,57,0,0
1,17,58,0,0
1,17,59,0,0
1,17,60,0,0
1,17,61,0,0
1,17,62,0,0
1,17,63,4,2857
1,18,0,3,536
1,18,1,4,926
1,18,2,4,5231
1,18,3,3,34
1,18,4,2,0
1,18,5,2,806
1,18,6,4,1879
1,18,7,4,227
1,18,8,0,0
1,18,9,0,0
1,18,10,0,0
1,18,11,0,0
1,18,12,0,0
1,18,13,0,0
1,18,14,0,0
1,18,15,0,0
1,18,16,2,2357
1,18,17,4,1445
1,18,18,3,2386
1,18,19,3,1225
1,18,20,3,1306
1,18,21,0,13
1,18,22,1,992
1,18,23,0,0
1,18,24,0,0
1,18,25,0,0
1,18,26,0,0
1,18,27,0,0
1,18,28,0,0
1,18,29,0,0
1,18,30,1,16
1,18,31,0,0
1,18,32,3,1141
1,18,33,3,4476
1,18,34,3,89
1,18,35,0,18
1,18,36,0,0
1,18,37,0,0
1,18,38,4,1134
1,18,39,0,0
1,18,40,0,0
1,18,41,0,0
1,18,42,0,0
1,18,43,0,0
1,18,44,0,0
1,18,45,0,0
1,18,46,0,0
1,18,47,0,0
1,18,48,5,910
1,18,49,4,3
1,18,50,1,8
1,18,51,0,0
1,18,52,4,2471
1,18,53,0,2
1,18,54,0,0
1,18,55,1,2824
1,18,56,0,0
1,18,57,0,0
1,18,58,0,0
1,18,59,0,0
1,18,60,0,0
1,18,61,0,0
1,18,62,0,0
1,18,63,3,52
1,19,0,2,37
1,19,1,4,4105
1,19,2,4,3038
1,19,3,4,2631
1,19,4,3,308
1,19,5,3,429
1,19,6,4,3897
1,19,7,1,0
1,19,8,0,0
1,19,9,0,0
1,19,10,0,0
1,19,11,0,0
1,19,12,0,0
1,19,13,0,0
1,19,14,0,0
1,19,15,0,0
1,19,16,2,627
1,19,17,0,17
1,19,18,3,1217
1,19,19,4,2361
1,19,20,4,3123
1,19,21,3,2668
1,19,22,3,2417
1,19,23,0,0
1,19,24,0,0
1,19,25,0,0
1,19,26,0,0
1,19,27,0,0
1,19,28,0,0
1,19,29,0,0
1,19,30,2,73
1,19,31,0,0
1,19,32,3,2
1,19,33,3,1800
1,19,34,1,121
1,19,35,3,183
1,19,36,2,18
1,19,37,3,0
1,19,38,3,2072
1,19,39,0,0
1,19,40,0,0
1,19,41,0,0
1,19,42,0,0
1,19,43,0,0
1,19,44,0,0
1,19,45,0,0
1,19,46,0,0
1,19,47,0,0
1,19,48,1,61
1,19,49,4,0
1,19,50,2,50
1,19,51,0,0
1,19,52,4,334
1,19,53,0,544
1,19,54,0,0
1,19,55,4,417
1,19,56,0,0
1,19,57,0,0
1,19,58,0,0
1,19,59,0,0
1,19,60,0,0
1,19,61,0,0
1,19,62,0,0
1,19,63,0,0
1,20,0,0,0
1,20,1,2,2600
1,20,2,4,1849
1,20,3,4,3495
1,20,4,4,3568
1,20,5,3,2965
1,20,6,4,4622
1,20,7,0,0
1,20,8,0,0
1,20,9,0,0
1,20,10,0,0
1,20,11,0,0
1,20,12,0,0
1,20,13,0,0
1,20,14,0,0
1,20,15,0,0
1,20,16,2,7
1,20,17,0,0
1,20,18,0,0
1,20,19,3,3342
1,20,20,4,2124
1,20,21,3,2350
1,20,22,4,3511
1,20,23,0,0
1,20,24,0,0
1,20,25,0,0
1,20,26,0,0
1,20,27,0,0
1,20,28,0,0
1,20,29,0,0
1,20,30,1,0
1,20,31,0,0
1,20,32,0,0
1,20,33,2,57
1,20,34,0,0
1,20,35,3,0
1,20,36,4,443
1,20,37,4,295
1,20,38,3,680
1,20,39,0,0
1,20,40,0,0
1,20,41,0,0
1,20,42,0,0
1,20,43,0,0
1,20,44,0,0
1,20,45,0,0
1,20,46,0,0
1,20,47,0,0
1,20,48,0,0
1,20,49,0,0
1,20,50,1,0
1,20,51,0,12
1,20,52,3,16
1,20,53,2,464
1,20,54,0,0
1,20,55,4,121
1,20,56,0,0
1,20,57,0,0
1,20,58,0,0
1,20,59,0,0
1,20,60,0,0
1,20,61,0,0
1,20,62,0,0
1,20,63,0,0
1,21,0,0,0
1,21,1,0,0
1,21,2,0,0
1,21,3,4,5150
1,21,4,4,4831
1,21,5,3,2167
1,21,6,4,2784
1,21,7,0,0
1,21,8,0,0
1,21,9,0,0
1,21,10,0,0
1,21,11,0,0
1,21,12,0,0
1,21,13,0,0
1,21,14,0,0
1,21,15,0,0
1,21,16,0,0
1,21,17,0,0
1,21,18,0,0
1,21,19,4,2439
1,21,20,4,2807
1,21,21,2,1889
1,21,22,4,3829
1,21,23,0,0
1,21,24,0,0
1,21,25,0,0
1,21,26,0,0
1,21,27,0,0
1,21,28,0,0
1,21,29,0,0
1,21,30,0,0
1,21,31,0,0
