round,name,blockid,isLocal,count,localCount,wl,estWl
1,0,0,1,16,16,22632,0
1,0,1,1,16,16,23901,0
1,0,2,1,16,16,18460,0
1,0,3,1,16,16,21247,0
1,0,4,1,16,16,18037,0
1,0,5,1,16,16,15120,0
1,0,6,1,16,16,13948,0
1,0,7,1,16,16,18217,0
1,0,32,1,16,16,16843,0
1,0,33,1,16,16,19532,0
1,0,34,1,16,16,17933,0
1,0,35,1,16,16,19952,0
1,0,36,1,16,16,16399,0
1,0,37,1,16,16,7047,0
1,0,38,1,16,16,8653,0
1,0,39,1,16,16,13797,0
1,1,64,1,16,16,12989,0
1,1,65,1,16,16,14263,0
1,1,66,1,16,16,9927,0
1,1,67,1,16,16,10388,0
1,1,68,1,16,16,10230,0
1,1,69,1,16,16,11827,0
1,1,70,1,16,16,9917,0
1,1,71,1,16,16,9035,0
1,1,96,1,16,16,16561,0
1,1,97,1,16,16,13700,0
1,1,98,1,16,16,9119,0
1,1,99,1,16,16,9952,0
1,1,100,1,16,16,7808,0
1,1,101,1,16,16,3844,0
1,1,102,1,16,16,4203,0
1,1,103,1,16,16,6574,0
1,2,128,1,16,16,12499,0
1,2,129,1,16,16,13577,0
1,2,130,1,16,16,9238,0
1,2,131,1,16,16,8739,0
1,2,132,1,16,16,9043,0
1,2,133,1,16,16,12221,0
1,2,134,1,16,16,9630,0
1,2,135,1,16,16,7246,0
1,2,160,1,16,16,20978,0
1,2,161,1,16,16,11015,0
1,2,162,1,16,16,8053,0
1,2,163,1,16,16,7024,0
1,2,164,1,16,16,8099,0
1,2,165,1,16,16,4678,0
1,2,166,1,16,16,3565,0
1,2,167,1,16,16,5438,0
1,3,192,1,16,16,12073,0
1,3,193,1,16,16,12235,0
1,3,194,1,16,16,7934,0
1,3,195,1,16,16,9065,0
1,3,196,1,16,16,8923,0
1,3,197,1,16,16,8502,0
1,3,198,1,16,16,9933,0
1,3,199,1,16,16,6832,0
1,3,224,1,16,16,14980,0
1,3,225,1,16,16,9565,0
1,3,226,1,16,16,6751,0
1,3,227,1,16,16,5516,0
1,3,228,1,16,16,7409,0
1,3,229,1,16,16,3812,0
1,3,230,1,16,16,3839,0
1,3,231,1,16,16,4864,0
1,4,256,1,16,16,10778,0
1,4,257,1,16,16,9075,0
1,4,258,1,16,16,8355,0
1,4,259,1,16,16,9934,0
1,4,260,1,16,16,8978,0
1,4,261,1,16,16,8037,0
1,4,262,1,16,16,8696,0
1,4,263,1,16,16,6746,0
1,4,288,1,16,16,15076,0
1,4,289,1,16,16,9449,0
1,4,290,1,16,16,7655,0
1,4,291,1,16,16,5105,0
1,4,292,1,16,16,7128,0
1,4,293,1,16,16,3255,0
1,4,294,1,16,16,3993,0
1,4,295,1,16,16,5442,0
1,5,320,1,16,16,9387,0
1,5,321,1,16,16,10388,0
1,5,322,1,16,16,8798,0
1,5,323,1,16,16,10035,0
1,5,324,1,16,16,8294,0
1,5,325,1,16,16,8307,0
1,5,326,1,16,16,8621,0
1,5,327,1,16,16,6469,0
1,5,352,1,16,16,13289,0
1,5,353,1,16,16,12638,0
1,5,354,1,16,16,6834,0
1,5,355,1,16,16,4997,0
1,5,356,1,16,16,6706,0
1,5,357,1,16,16,3080,0
1,5,358,1,16,16,4093,0
1,5,359,1,16,16,5488,0
1,6,384,1,16,16,9471,0
1,6,385,1,16,16,10950,0
1,6,386,1,16,16,8759,0
1,6,387,1,16,16,8416,0
1,6,388,1,16,16,7967,0
1,6,389,1,16,16,8610,0
1,6,390,1,16,16,8379,0
1,6,391,1,16,16,6462,0
1,6,416,1,16,16,12460,0
1,6,417,1,16,16,12236,0
1,6,418,1,16,16,6314,0
1,6,419,1,16,16,4904,0
1,6,420,1,16,16,6130,0
1,6,421,1,16,16,2977,0
1,6,422,1,16,16,3539,0
1,6,423,1,16,16,6662,0
1,7,448,1,16,16,8918,0
1,7,449,1,16,16,9149,0
1,7,450,1,16,16,9564,0
1,7,451,1,16,16,8106,0
1,7,452,1,16,16,6615,0
1,7,453,1,16,16,10134,0
1,7,454,1,16,16,8631,0
1,7,455,1,16,16,6242,0
1,7,480,1,16,16,10040,0
1,7,481,1,16,16,8769,0
1,7,482,1,16,16,6417,0
1,7,483,1,16,16,4856,0
1,7,484,1,16,16,5809,0
1,7,485,1,16,16,2886,0
1,7,486,1,16,16,3941,0
1,7,487,1,16,16,7058,0
1,8,512,1,16,16,9375,0
1,8,513,1,16,16,10184,0
1,8,514,1,16,16,8664,0
1,8,515,1,16,16,7991,0
1,8,516,1,16,16,7446,0
1,8,517,1,16,16,8664,0
1,8,518,1,16,16,8321,0
1,8,519,1,16,16,6303,0
1,8,544,1,16,16,10012,0
1,8,545,1,16,16,6977,0
1,8,546,1,16,16,5701,0
1,8,547,1,16,16,5209,0
1,8,548,1,16,16,5300,0
1,8,549,1,16,16,2733,0
1,8,550,1,16,16,3610,0
1,8,551,1,16,16,8112,0
1,9,576,1,16,16,9413,0
1,9,577,1,16,16,9960,0
1,9,578,1,16,16,8144,0
1,9,579,1,16,16,8272,0
1,9,580,1,16,16,7252,0
1,9,581,1,16,16,8664,0
1,9,582,1,16,16,8430,0
1,9,583,1,16,16,6566,0
1,9,608,1,16,16,10581,0
1,9,609,1,16,16,8918,0
1,9,610,1,16,16,5403,0
1,9,611,1,16,16,5317,0
1,9,612,1,16,16,5102,0
1,9,613,1,16,16,2569,0
1,9,614,1,16,16,3557,0
1,9,615,1,16,16,7201,0
1,10,640,1,16,16,9735,0
1,10,641,1,16,16,8755,0
1,10,642,1,16,16,7698,0
1,10,643,1,16,16,8982,0
1,10,644,1,16,16,6568,0
1,10,645,1,16,16,8790,0
1,10,646,1,16,16,8123,0
1,10,647,1,16,16,6251,0
1,10,672,1,16,16,10640,0
1,10,673,1,16,16,11801,0
1,10,674,1,16,16,5672,0
1,10,675,1,16,16,5434,0
1,10,676,1,16,16,5518,0
1,10,677,1,16,16,2363,0
1,10,678,1,16,16,3773,0
1,10,679,1,16,16,7935,0
1,11,704,1,16,16,10213,0
1,11,705,1,16,16,8818,0
1,11,706,1,16,16,8485,0
1,11,707,1,16,16,11243,0
1,11,708,1,16,16,7199,0
1,11,709,1,16,16,8897,0
1,11,710,1,16,16,7955,0
1,11,711,1,16,16,6427,0
1,11,736,1,16,16,10013,0
1,11,737,1,16,16,9293,0
1,11,738,1,16,16,4994,0
1,11,739,1,16,16,6127,0
1,11,740,1,16,16,5799,0
1,11,741,1,16,16,2374,0
1,11,742,1,16,16,4183,0
1,11,743,1,16,16,8520,0
1,12,768,1,16,16,10285,0
1,12,769,1,16,16,8816,0
1,12,770,1,16,16,11216,0
1,12,771,1,16,16,11463,0
1,12,772,1,16,16,7463,0
1,12,773,1,16,16,8339,0
1,12,774,1,16,16,8486,0
1,12,775,1,16,16,6621,0
1,12,800,1,16,16,8493,0
1,12,801,1,16,16,9018,0
1,12,802,1,16,16,4812,0
1,12,803,1,16,16,9356,0
1,12,804,1,16,16,5462,0
1,12,805,1,16,16,2367,0
1,12,806,1,16,16,4392,0
1,12,807,1,16,16,7780,0
1,13,832,1,16,16,10461,0
1,13,833,1,16,16,10634,0
1,13,834,1,16,16,10322,0
1,13,835,1,16,16,12832,0
1,13,836,1,16,16,8807,0
1,13,837,1,16,16,8907,0
1,13,838,1,16,16,7761,0
1,13,839,1,16,16,7162,0
1,13,864,1,16,16,7763,0
1,13,865,1,16,16,8092,0
1,13,866,1,16,16,6785,0
1,13,867,1,16,16,10900,0
1,13,868,1,16,16,5521,0
1,13,869,1,16,16,2287,0
1,13,870,1,16,16,3914,0
1,13,871,1,16,16,8000,0
1,14,896,1,16,16,12652,0
1,14,897,1,16,16,9400,0
1,14,898,1,16,16,8756,0
1,14,899,1,16,16,9241,0
1,14,900,1,16,16,8639,0
1,14,901,1,16,16,7911,0
1,14,902,1,16,16,6920,0
1,14,903,1,16,16,8143,0
1,14,928,1,16,16,6479,0
1,14,929,1,16,16,8327,0
1,14,930,1,16,16,10054,0
1,14,931,1,16,16,14043,0
1,14,932,1,16,16,5691,0
1,14,933,1,16,16,2384,0
1,14,934,1,16,16,3033,0
1,14,935,1,16,16,10397,0
1,15,960,1,16,16,21441,0
1,15,961,1,16,16,13049,0
1,15,962,1,16,16,13221,0
1,15,963,1,16,16,11354,0
1,15,964,1,16,16,10904,0
1,15,965,1,16,16,10556,0
1,15,966,1,16,16,10515,0
1,15,967,1,16,16,14872,0
1,15,992,1,16,16,7867,0
1,15,993,1,16,16,8023,0
1,15,994,1,16,16,9555,0
1,15,995,1,16,16,9461,0
1,15,996,1,16,16,6624,0
1,15,997,1,16,16,4485,0
1,15,998,1,16,16,4231,0
1,15,999,1,16,16,7217,0
1,16,8,1,16,16,20371,0
1,16,9,1,16,16,22131,0
1,16,10,1,16,16,16264,0
1,16,11,1,16,16,14311,0
1,16,12,1,16,16,13177,0
1,16,13,1,16,16,12122,0
1,16,14,1,16,16,11177,0
1,16,15,1,16,16,11683,0
1,16,40,1,16,16,21210,0
1,16,41,1,16,16,16777,0
1,16,42,1,16,16,17370,0
1,16,43,1,16,16,16437,0
1,16,44,1,16,16,13910,0
1,16,45,1,16,16,9988,0
1,16,46,1,16,16,9910,0
1,16,47,1,16,16,11078,0
1,17,72,1,16,16,11808,0
1,17,73,1,16,16,10117,0
1,17,74,1,16,16,10275,0
1,17,75,1,16,16,12282,0
1,17,76,1,16,16,7478,0
1,17,77,1,16,16,8373,0
1,17,78,1,16,16,12085,0
1,17,79,1,16,16,5630,0
1,17,104,1,16,16,13168,0
1,17,105,1,16,16,9746,0
1,17,106,1,16,16,12120,0
1,17,107,1,16,16,9407,0
1,17,108,1,16,16,7320,0
1,17,109,1,16,16,7081,0
1,17,110,1,16,16,5736,0
1,17,111,1,16,16,6127,0
1,18,136,1,16,16,10516,0
1,18,137,1,16,16,8129,0
1,18,138,1,16,16,10411,0
1,18,139,1,16,16,13235,0
1,18,140,1,16,16,10656,0
1,18,141,1,16,16,9675,0
1,18,142,1,16,16,12103,0
1,18,143,1,16,16,5083,0
1,18,168,1,16,16,15753,0
1,18,169,1,16,16,10555,0
1,18,170,1,16,16,10756,0
1,18,171,1,16,16,7021,0
1,18,172,1,16,16,6231,0
1,18,173,1,16,16,7823,0
1,18,174,1,16,16,5219,0
1,18,175,1,16,16,5379,0
1,19,200,1,16,16,9835,0
1,19,201,1,16,16,8802,0
1,19,202,1,16,16,7824,0
1,19,203,1,16,16,13561,0
1,19,204,1,16,16,15178,0
1,19,205,1,16,16,14345,0
1,19,206,1,16,16,13426,0
1,19,207,1,16,16,5236,0
1,19,232,1,16,16,19027,0
1,19,233,1,16,16,11768,0
1,19,234,1,16,16,9496,0
1,19,235,1,16,16,6357,0
1,19,236,1,16,16,5628,0
1,19,237,1,16,16,8676,0
1,19,238,1,16,16,5440,0
1,19,239,1,16,16,5029,0
1,20,264,1,16,16,9993,0
1,20,265,1,16,16,9493,0
1,20,266,1,16,16,8282,0
1,20,267,1,16,16,12420,0
1,20,268,1,16,16,15602,0
1,20,269,1,16,16,20130,0
1,20,270,1,16,16,13264,0
1,20,271,1,16,16,4545,0
1,20,296,1,16,16,15803,0
1,20,297,1,16,16,9601,0
1,20,298,1,16,16,7054,0
1,20,299,1,16,16,5724,0
1,20,300,1,16,16,5317,0
1,20,301,1,16,16,7791,0
1,20,302,1,16,16,5564,0
1,20,303,1,16,16,4649,0
1,21,328,1,16,16,9700,0
1,21,329,1,16,16,9237,0
1,21,330,1,16,16,11607,0
1,21,331,1,16,16,9641,0
1,21,332,1,16,16,15161,0
1,21,333,1,16,16,18579,0
1,21,334,1,16,16,10562,0
1,21,335,1,16,16,4700,0
1,21,360,1,16,16,13781,0
1,21,361,1,16,16,7601,0
1,21,362,1,16,16,6294,0
1,21,363,1,16,16,5235,0
1,21,364,1,16,16,5745,0
1,21,365,1,16,16,6378,0
1,21,366,1,16,16,5341,0
1,21,367,1,16,16,4842,0
1,22,392,1,16,16,9199,0
1,22,393,1,16,16,10821,0
1,22,394,1,16,16,12403,0
1,22,395,1,16,16,7632,0
1,22,396,1,16,16,13875,0
1,22,397,1,16,16,15025,0
1,22,398,1,16,16,10814,0
1,22,399,1,16,16,4380,0
1,22,424,1,16,16,11683,0
1,22,425,1,16,16,6871,0
1,22,426,1,16,16,5730,0
1,22,427,1,16,16,5867,0
1,22,428,1,16,16,6710,0
1,22,429,1,16,16,5539,0
1,22,430,1,16,16,5825,0
1,22,431,1,16,16,4794,0
1,23,456,1,16,16,7629,0
1,23,457,1,16,16,13175,0
1,23,458,1,16,16,13252,0
1,23,459,1,16,16,7788,0
1,23,460,1,16,16,9842,0
1,23,461,1,16,16,12583,0
1,23,462,1,16,16,9370,0
1,23,463,1,16,16,4277,0
1,23,488,1,16,16,10399,0
1,23,489,1,16,16,6120,0
1,23,490,1,16,16,5491,0
1,23,491,1,16,16,6280,0
1,23,492,1,16,16,7847,0
1,23,493,1,16,16,6381,0
1,23,494,1,16,16,6772,0
1,23,495,1,16,16,5148,0
1,24,520,1,16,16,7263,0
1,24,521,1,16,16,13090,0
1,24,522,1,16,16,12785,0
1,24,523,1,16,16,9814,0
1,24,524,1,16,16,6697,0
1,24,525,1,16,16,11802,0
1,24,526,1,16,16,8418,0
1,24,527,1,16,16,4469,0
1,24,552,1,16,16,9802,0
1,24,553,1,16,16,5934,0
1,24,554,1,16,16,5597,0
1,24,555,1,16,16,6153,0
1,24,556,1,16,16,8856,0
1,24,557,1,16,16,8178,0
1,24,558,1,16,16,8879,0
1,24,559,1,16,16,5046,0
1,25,584,1,16,16,7260,0
1,25,585,1,16,16,12833,0
1,25,586,1,16,16,14035,0
1,25,587,1,16,16,13233,0
1,25,588,1,16,16,6498,0
1,25,589,1,16,16,13666,0
1,25,590,1,16,16,9012,0
1,25,591,1,16,16,4921,0
1,25,616,1,16,16,9179,0
1,25,617,1,16,16,5260,0
1,25,618,1,16,16,5710,0
1,25,619,1,16,16,6093,0
1,25,620,1,16,16,8568,0
1,25,621,1,16,16,8527,0
1,25,622,1,16,16,7866,0
1,25,623,1,16,16,6218,0
1,26,648,1,16,16,7619,0
1,26,649,1,16,16,10134,0
1,26,650,1,16,16,14240,0
1,26,651,1,16,16,16388,0
1,26,652,1,16,16,6181,0
1,26,653,1,16,16,12335,0
1,26,654,1,16,16,10630,0
1,26,655,1,16,16,5241,0
1,26,680,1,16,16,7698,0
1,26,681,1,16,16,6471,0
1,26,682,1,16,16,6107,0
1,26,683,1,16,16,6069,0
1,26,684,1,16,16,7567,0
1,26,685,1,16,16,8539,0
1,26,686,1,16,16,8704,0
1,26,687,1,16,16,7455,0
1,27,712,1,16,16,7854,0
1,27,713,1,16,16,8736,0
1,27,714,1,16,16,17550,0
1,27,715,1,16,16,18302,0
1,27,716,1,16,16,6625,0
1,27,717,1,16,16,9072,0
1,27,718,1,16,16,9810,0
1,27,719,1,16,16,5318,0
1,27,744,1,16,16,7878,0
1,27,745,1,16,16,7608,0
1,27,746,1,16,16,5634,0
1,27,747,1,16,16,7285,0
1,27,748,1,16,16,7687,0
1,27,749,1,16,16,5612,0
1,27,750,1,16,16,10507,0
1,27,751,1,16,16,9387,0
1,28,776,1,16,16,7418,0
1,28,777,1,16,16,8842,0
1,28,778,1,16,16,20762,0
1,28,779,1,16,16,19220,0
1,28,780,1,16,16,8385,0
1,28,781,1,16,16,8533,0
1,28,782,1,16,16,8590,0
1,28,783,1,16,16,5560,0
1,28,808,1,16,16,7221,0
1,28,809,1,16,16,6758,0
1,28,810,1,16,16,5631,0
1,28,811,1,16,16,9919,0
1,28,812,1,16,16,8152,0
1,28,813,1,16,16,4545,0
1,28,814,1,16,16,9614,0
1,28,815,1,16,16,8554,0
1,29,840,1,16,16,7512,0
1,29,841,1,16,16,12965,0
1,29,842,1,16,16,19052,0
1,29,843,1,16,16,15250,0
1,29,844,1,16,16,11213,0
1,29,845,1,16,16,9282,0
1,29,846,1,16,16,7884,0
1,29,847,1,16,16,7121,0
1,29,872,1,16,16,7396,0
1,29,873,1,16,16,5989,0
1,29,874,1,16,16,6276,0
1,29,875,1,16,16,14353,0
1,29,876,1,16,16,8277,0
1,29,877,1,16,16,4370,0
1,29,878,1,16,16,7238,0
1,29,879,1,16,16,8358,0
1,30,904,1,16,16,10035,0
1,30,905,1,16,16,7544,0
1,30,906,1,16,16,10955,0
1,30,907,1,16,16,9239,0
1,30,908,1,16,16,10178,0
1,30,909,1,16,16,7942,0
1,30,910,1,16,16,5945,0
1,30,911,1,16,16,7256,0
1,30,936,1,16,16,6632,0
1,30,937,1,16,16,6067,0
1,30,938,1,16,16,7071,0
1,30,939,1,16,16,17402,0
1,30,940,1,16,16,8466,0
1,30,941,1,16,16,3254,0
1,30,942,1,16,16,5382,0
1,30,943,1,16,16,9652,0
1,31,968,1,16,16,16242,0
1,31,969,1,16,16,9565,0
1,31,970,1,16,16,9680,0
1,31,971,1,16,16,9218,0
1,31,972,1,16,16,8654,0
1,31,973,1,16,16,7104,0
1,31,974,1,16,16,6590,0
1,31,975,1,16,16,8567,0
1,31,1000,1,16,16,7206,0
1,31,1001,1,16,16,7976,0
1,31,1002,1,16,16,10144,0
1,31,1003,1,16,16,9647,0
1,31,1004,1,16,16,7031,0
1,31,1005,1,16,16,5067,0
1,31,1006,1,16,16,5242,0
1,31,1007,1,16,16,6891,0
1,32,16,1,16,16,19268,0
1,32,17,1,16,16,21206,0
1,32,18,1,16,16,14622,0
1,32,19,1,16,16,16203,0
1,32,20,1,16,16,13281,0
1,32,21,1,16,16,11227,0
1,32,22,1,16,16,11279,0
1,32,23,1,16,16,11825,0
1,32,48,1,16,16,29409,0
1,32,49,1,16,16,26246,0
1,32,50,1,16,16,18879,0
1,32,51,1,16,16,17746,0
1,32,52,1,16,16,16298,0
1,32,53,1,16,16,10212,0
1,32,54,1,16,16,9899,0
1,32,55,1,16,16,11474,0
1,33,80,1,16,16,13463,0
1,33,81,1,16,16,13701,0
1,33,82,1,16,16,13853,0
1,33,83,1,16,16,12955,0
1,33,84,1,16,16,7493,0
1,33,85,1,16,16,7785,0
1,33,86,1,16,16,7574,0
1,33,87,1,16,16,6425,0
1,33,112,1,16,16,20315,0
1,33,113,1,16,16,15293,0
1,33,114,1,16,16,8790,0
1,33,115,1,16,16,9523,0
1,33,116,1,16,16,7614,0
1,33,117,1,16,16,6262,0
1,33,118,1,16,16,6860,0
1,33,119,1,16,16,5070,0
1,34,144,1,16,16,10828,0
1,34,145,1,16,16,10316,0
1,34,146,1,16,16,13735,0
1,34,147,1,16,16,9951,0
1,34,148,1,16,16,7085,0
1,34,149,1,16,16,9964,0
1,34,150,1,16,16,8480,0
1,34,151,1,16,16,6519,0
1,34,176,1,16,16,20936,0
1,34,177,1,16,16,13210,0
1,34,178,1,16,16,9488,0
1,34,179,1,16,16,8498,0
1,34,180,1,16,16,6986,0
1,34,181,1,16,16,7252,0
1,34,182,1,16,16,7813,0
1,34,183,1,16,16,4002,0
1,35,208,1,16,16,10540,0
1,35,209,1,16,16,9533,0
1,35,210,1,16,16,10439,0
1,35,211,1,16,16,9396,0
1,35,212,1,16,16,7260,0
1,35,213,1,16,16,10875,0
1,35,214,1,16,16,10119,0
1,35,215,1,16,16,5353,0
1,35,240,1,16,16,22631,0
1,35,241,1,16,16,13365,0
1,35,242,1,16,16,9374,0
1,35,243,1,16,16,10695,0
1,35,244,1,16,16,6488,0
1,35,245,1,16,16,8050,0
1,35,246,1,16,16,10073,0
1,35,247,1,16,16,4241,0
1,36,272,1,16,16,8790,0
1,36,273,1,16,16,9694,0
1,36,274,1,16,16,10805,0
1,36,275,1,16,16,7730,0
1,36,276,1,16,16,9077,0
1,36,277,1,16,16,12629,0
1,36,278,1,16,16,10551,0
1,36,279,1,16,16,4441,0
1,36,304,1,16,16,21654,0
1,36,305,1,16,16,10343,0
1,36,306,1,16,16,8939,0
1,36,307,1,16,16,11094,0
1,36,308,1,16,16,7559,0
1,36,309,1,16,16,9000,0
1,36,310,1,16,16,9443,0
1,36,311,1,16,16,3975,0
1,37,336,1,16,16,9797,0
1,37,337,1,16,16,10930,0
1,37,338,1,16,16,10260,0
1,37,339,1,16,16,7930,0
1,37,340,1,16,16,10573,0
1,37,341,1,16,16,11671,0
1,37,342,1,16,16,6891,0
1,37,343,1,16,16,4615,0
1,37,368,1,16,16,22350,0
1,37,369,1,16,16,9992,0
1,37,370,1,16,16,9335,0
1,37,371,1,16,16,9584,0
1,37,372,1,16,16,7356,0
1,37,373,1,16,16,7745,0
1,37,374,1,16,16,9891,0
1,37,375,1,16,16,3684,0
1,38,400,1,16,16,9929,0
1,38,401,1,16,16,10715,0
1,38,402,1,16,16,10857,0
1,38,403,1,16,16,8545,0
1,38,404,1,16,16,9173,0
1,38,405,1,16,16,10541,0
1,38,406,1,16,16,6494,0
1,38,407,1,16,16,6267,0
1,38,432,1,16,16,20708,0
1,38,433,1,16,16,9422,0
1,38,434,1,16,16,8722,0
1,38,435,1,16,16,9033,0
1,38,436,1,16,16,7548,0
1,38,437,1,16,16,8079,0
1,38,438,1,16,16,9079,0
1,38,439,1,16,16,4070,0
1,39,464,1,16,16,8697,0
1,39,465,1,16,16,12450,0
1,39,466,1,16,16,11963,0
1,39,467,1,16,16,8118,0
1,39,468,1,16,16,9391,0
1,39,469,1,16,16,12479,0
1,39,470,1,16,16,10219,0
1,39,471,1,16,16,7422,0
1,39,496,1,16,16,14615,0
1,39,497,1,16,16,8721,0
1,39,498,1,16,16,9138,0
1,39,499,1,16,16,8765,0
1,39,500,1,16,16,8945,0
1,39,501,1,16,16,9296,0
1,39,502,1,16,16,9897,0
1,39,503,1,16,16,4024,0
1,40,528,1,16,16,7787,0
1,40,529,1,16,16,14862,0
1,40,530,1,16,16,14483,0
1,40,531,1,16,16,8113,0
1,40,532,1,16,16,10545,0
1,40,533,1,16,16,14122,0
1,40,534,1,16,16,8059,0
1,40,535,1,16,16,6083,0
1,40,560,1,16,16,10174,0
1,40,561,1,16,16,9033,0
1,40,562,1,16,16,12533,0
1,40,563,1,16,16,8914,0
1,40,564,1,16,16,13580,0
1,40,565,1,16,16,8803,0
1,40,566,1,16,16,11441,0
1,40,567,1,16,16,4423,0
1,41,592,1,16,16,7617,0
1,41,593,1,16,16,12717,0
1,41,594,1,16,16,15137,0
1,41,595,1,16,16,7303,0
1,41,596,1,16,16,10322,0
1,41,597,1,16,16,15889,0
1,41,598,1,16,16,10040,0
1,41,599,1,16,16,5999,0
1,41,624,1,16,16,9555,0
1,41,625,1,16,16,6728,0
1,41,626,1,16,16,13675,0
1,41,627,1,16,16,9893,0
1,41,628,1,16,16,11899,0
1,41,629,1,16,16,9943,0
1,41,630,1,16,16,11700,0
1,41,631,1,16,16,4884,0
1,42,656,1,16,16,8802,0
1,42,657,1,16,16,11981,0
1,42,658,1,16,16,14544,0
1,42,659,1,16,16,7564,0
1,42,660,1,16,16,8264,0
1,42,661,1,16,16,15816,0
1,42,662,1,16,16,11843,0
1,42,663,1,16,16,6693,0
1,42,688,1,16,16,8358,0
1,42,689,1,16,16,5967,0
1,42,690,1,16,16,16344,0
1,42,691,1,16,16,8660,0
1,42,692,1,16,16,10446,0
1,42,693,1,16,16,11063,0
1,42,694,1,16,16,11980,0
1,42,695,1,16,16,4818,0
1,43,720,1,16,16,8996,0
1,43,721,1,16,16,11924,0
1,43,722,1,16,16,14912,0
1,43,723,1,16,16,7886,0
1,43,724,1,16,16,8079,0
1,43,725,1,16,16,13233,0
1,43,726,1,16,16,9657,0
1,43,727,1,16,16,7735,0
1,43,752,1,16,16,8894,0
1,43,753,1,16,16,6434,0
1,43,754,1,16,16,16465,0
1,43,755,1,16,16,9742,0
1,43,756,1,16,16,8967,0
1,43,757,1,16,16,10316,0
1,43,758,1,16,16,9719,0
1,43,759,1,16,16,6309,0
1,44,784,1,16,16,8888,0
1,44,785,1,16,16,11048,0
1,44,786,1,16,16,16467,0
1,44,787,1,16,16,7763,0
1,44,788,1,16,16,9809,0
1,44,789,1,16,16,10086,0
1,44,790,1,16,16,7256,0
1,44,791,1,16,16,8020,0
1,44,816,1,16,16,7386,0
1,44,817,1,16,16,6568,0
1,44,818,1,16,16,11971,0
1,44,819,1,16,16,10313,0
1,44,820,1,16,16,12237,0
1,44,821,1,16,16,9029,0
1,44,822,1,16,16,10438,0
1,44,823,1,16,16,7889,0
1,45,848,1,16,16,10255,0
1,45,849,1,16,16,10403,0
1,45,850,1,16,16,9863,0
1,45,851,1,16,16,7022,0
1,45,852,1,16,16,11922,0
1,45,853,1,16,16,9223,0
1,45,854,1,16,16,5764,0
1,45,855,1,16,16,9671,0
1,45,880,1,16,16,7034,0
1,45,881,1,16,16,6477,0
1,45,882,1,16,16,14143,0
1,45,883,1,16,16,11541,0
1,45,884,1,16,16,14518,0
1,45,885,1,16,16,6414,0
1,45,886,1,16,16,7918,0
1,45,887,1,16,16,8628,0
1,46,912,1,16,16,10335,0
1,46,913,1,16,16,8277,0
1,46,914,1,16,16,7754,0
1,46,915,1,16,16,9641,0
1,46,916,1,16,16,11304,0
1,46,917,1,16,16,5357,0
1,46,918,1,16,16,4324,0
1,46,919,1,16,16,9272,0
1,46,944,1,16,16,6268,0
1,46,945,1,16,16,6788,0
1,46,946,1,16,16,9760,0
1,46,947,1,16,16,13477,0
1,46,948,1,16,16,13383,0
1,46,949,1,16,16,3901,0
1,46,950,1,16,16,6135,0
1,46,951,1,16,16,5824,0
1,47,976,1,16,16,14801,0
1,47,977,1,16,16,9637,0
1,47,978,1,16,16,9040,0
1,47,979,1,16,16,9309,0
1,47,980,1,16,16,7019,0
1,47,981,1,16,16,5831,0
1,47,982,1,16,16,5766,0
1,47,983,1,16,16,8077,0
1,47,1008,1,16,16,7733,0
1,47,1009,1,16,16,8426,0
1,47,1010,1,16,16,10272,0
1,47,1011,1,16,16,9680,0
1,47,1012,1,16,16,8345,0
1,47,1013,1,16,16,7008,0
1,47,1014,1,16,16,6020,0
1,47,1015,1,16,16,6767,0
1,48,24,1,16,16,18803,0
1,48,25,1,16,16,19325,0
1,48,26,1,16,16,17430,0
1,48,27,1,16,16,21195,0
1,48,28,1,16,16,15772,0
1,48,29,1,16,16,8297,0
1,48,30,1,16,16,8922,0
1,48,31,1,16,16,14829,0
1,48,56,1,16,16,35054,0
1,48,57,1,16,16,27468,0
1,48,58,1,16,16,24223,0
1,48,59,1,16,16,22200,0
1,48,60,1,16,16,20057,0
1,48,61,1,16,16,12355,0
1,48,62,1,16,16,11466,0
1,48,63,1,16,16,11938,0
1,49,88,1,16,16,10804,0
1,49,89,1,16,16,15677,0
1,49,90,1,16,16,10786,0
1,49,91,1,16,16,10408,0
1,49,92,1,16,16,7012,0
1,49,93,1,16,16,4686,0
1,49,94,1,16,16,4613,0
1,49,95,1,16,16,8988,0
1,49,120,1,16,16,28230,0
1,49,121,1,16,16,16905,0
1,49,122,1,16,16,12570,0
1,49,123,1,16,16,14276,0
1,49,124,1,16,16,9839,0
1,49,125,1,16,16,8595,0
1,49,126,1,16,16,9265,0
1,49,127,1,16,16,6242,0
1,50,152,1,16,16,10467,0
1,50,153,1,16,16,10429,0
1,50,154,1,16,16,9356,0
1,50,155,1,16,16,6459,0
1,50,156,1,16,16,6830,0
1,50,157,1,16,16,5887,0
1,50,158,1,16,16,5191,0
1,50,159,1,16,16,7878,0
1,50,184,1,16,16,29033,0
1,50,185,1,16,16,13182,0
1,50,186,1,16,16,8159,0
1,50,187,1,16,16,10228,0
1,50,188,1,16,16,11698,0
1,50,189,1,16,16,10425,0
1,50,190,1,16,16,15342,0
1,50,191,1,16,16,6122,0
1,51,216,1,16,16,12145,0
1,51,217,1,16,16,10848,0
1,51,218,1,16,16,8576,0
1,51,219,1,16,16,5832,0
1,51,220,1,16,16,6827,0
