round,source,target,blockid,isLocal,count
1,17,2,111,1,4
1,17,5,72,0,1
1,17,6,107,0,2
1,17,6,108,0,2
1,17,7,73,0,4
1,17,7,74,0,4
1,17,7,105,0,4
1,17,7,106,0,4
1,17,16,104,1,2
1,17,16,105,0,2
1,17,17,74,0,5
1,17,17,75,1,5
1,17,17,76,1,5
1,17,17,77,1,5
1,17,17,78,0,5
1,17,18,72,1,3
1,17,18,73,1,3
1,17,18,74,0,3
1,17,20,73,0,1
1,17,32,75,0,2
1,17,32,76,0,2
1,17,33,77,0,3
1,17,33,78,1,3
1,17,33,79,1,3
1,17,34,108,0,4
1,17,34,109,0,4
1,17,34,110,0,4
1,17,34,111,0,4
1,17,38,75,0,3
1,17,38,76,0,3
1,17,38,77,0,3
1,17,48,72,0,3
1,17,48,104,0,3
1,17,48,105,0,3
1,17,49,106,0,3
1,17,49,107,0,3
1,17,49,108,0,3
1,17,50,105,0,2
1,17,50,106,0,2
1,17,52,104,0,4
1,17,52,105,1,4
1,17,52,106,1,4
1,17,52,107,0,4
1,17,63,106,0,4
1,17,63,107,1,4
1,17,63,108,1,4
1,17,63,109,0,4
1,18,0,137,0,3
1,18,0,138,1,3
1,18,0,139,0,3
1,18,1,140,0,4
1,18,1,141,1,4
1,18,1,142,1,4
1,18,1,143,1,4
1,18,2,172,0,4
1,18,2,173,1,4
1,18,2,174,1,4
1,18,2,175,1,4
1,18,3,173,0,3
1,18,3,174,0,3
1,18,3,175,0,3
1,18,4,141,0,2
1,18,4,142,0,2
1,18,5,136,0,2
1,18,5,137,0,2
1,18,6,170,0,4
1,18,6,171,1,4
1,18,6,172,1,4
1,18,6,173,0,4
1,18,7,137,0,4
1,18,7,138,0,4
1,18,7,169,0,4
1,18,7,170,0,4
1,18,16,168,1,2
1,18,16,169,0,2
1,18,17,138,0,4
1,18,17,139,0,4
1,18,17,140,0,4
1,18,17,141,0,4
1,18,18,136,1,3
1,18,18,137,1,3
1,18,18,138,0,3
1,18,19,139,0,3
1,18,19,140,0,3
1,18,19,141,0,3
1,18,20,137,0,3
1,18,20,138,0,3
1,18,20,139,0,3
1,18,22,169,0,1
1,18,30,168,0,1
1,18,32,138,0,3
1,18,32,139,0,3
1,18,32,140,0,3
1,18,33,141,0,3
1,18,33,142,0,3
1,18,33,143,0,3
1,18,34,173,0,3
1,18,34,174,0,3
1,18,34,175,0,3
1,18,38,138,0,4
1,18,38,139,1,4
1,18,38,140,1,4
1,18,38,141,0,4
1,18,48,136,0,5
1,18,48,137,0,5
1,18,48,138,0,5
1,18,48,168,0,5
1,18,48,169,0,5
1,18,49,170,0,4
1,18,49,171,0,4
1,18,49,172,0,4
1,18,49,173,0,4
1,18,50,170,0,1
1,18,52,168,0,4
1,18,52,169,1,4
1,18,52,170,1,4
1,18,52,171,0,4
1,18,55,172,0,1
1,18,63,170,0,3
1,18,63,171,0,3
1,18,63,172,0,3
1,19,0,202,0,2
1,19,0,203,0,2
1,19,1,204,0,4
1,19,1,205,1,4
1,19,1,206,1,4
1,19,1,207,1,4
1,19,2,236,0,4
1,19,2,237,1,4
1,19,2,238,1,4
1,19,2,239,1,4
1,19,3,236,0,4
1,19,3,237,0,4
1,19,3,238,0,4
1,19,3,239,0,4
1,19,4,205,0,3
1,19,4,206,0,3
1,19,4,207,0,3
1,19,5,200,1,3
1,19,5,201,1,3
1,19,5,202,0,3
1,19,6,234,0,4
1,19,6,235,0,4
1,19,6,236,0,4
1,19,6,237,0,4
1,19,7,202,0,1
1,19,16,232,1,2
1,19,16,233,0,2
1,19,18,200,0,3
1,19,18,201,0,3
1,19,18,202,0,3
1,19,19,202,0,4
1,19,19,203,1,4
1,19,19,204,1,4
1,19,19,205,0,4
1,19,20,200,0,4
1,19,20,201,0,4
1,19,20,202,1,4
1,19,20,203,0,4
1,19,21,232,0,3
1,19,21,233,0,3
1,19,21,234,0,3
1,19,22,232,0,3
1,19,22,233,1,3
1,19,22,234,0,3
1,19,30,232,0,2
1,19,30,233,0,2
1,19,32,202,0,3
1,19,32,203,0,3
1,19,32,204,0,3
1,19,33,205,0,3
1,19,33,206,0,3
1,19,33,207,0,3
1,19,34,237,0,1
1,19,35,201,0,3
1,19,35,202,0,3
1,19,35,203,0,3
1,19,36,205,0,2
1,19,36,207,0,2
1,19,37,237,0,3
1,19,37,238,0,3
1,19,37,239,0,3
1,19,38,202,0,3
1,19,38,203,0,3
1,19,38,204,0,3
1,19,48,201,0,1
1,19,49,234,0,4
1,19,49,235,0,4
1,19,49,236,0,4
1,19,49,237,0,4
1,19,50,233,0,2
1,19,50,234,0,2
1,19,52,232,0,4
1,19,52,233,0,4
1,19,52,234,1,4
1,19,52,235,0,4
1,19,55,234,0,4
1,19,55,235,1,4
1,19,55,236,1,4
1,19,55,237,0,4
1,20,1,269,0,2
1,20,1,270,0,2
1,20,2,300,0,4
1,20,2,301,0,4
1,20,2,302,0,4
1,20,2,303,0,4
1,20,3,300,0,4
1,20,3,301,1,4
1,20,3,302,1,4
1,20,3,303,1,4
1,20,4,268,0,4
1,20,4,269,1,4
1,20,4,270,1,4
1,20,4,271,1,4
1,20,5,264,1,3
1,20,5,265,0,3
1,20,5,266,0,3
1,20,6,298,0,4
1,20,6,299,1,4
1,20,6,300,1,4
1,20,6,301,0,4
1,20,16,296,0,2
1,20,16,297,0,2
1,20,19,267,0,3
1,20,19,268,1,3
1,20,19,269,0,3
1,20,20,264,0,4
1,20,20,265,1,4
1,20,20,266,1,4
1,20,20,267,0,4
1,20,21,296,1,3
1,20,21,297,1,3
1,20,21,298,0,3
1,20,22,296,0,4
1,20,22,297,0,4
1,20,22,298,1,4
1,20,22,299,0,4
1,20,30,296,0,1
1,20,33,269,0,2
1,20,33,270,0,2
1,20,35,265,0,3
1,20,35,266,0,3
1,20,35,267,0,3
1,20,36,268,0,4
1,20,36,269,0,4
1,20,36,270,0,4
1,20,36,271,0,4
1,20,37,300,0,4
1,20,37,301,0,4
1,20,37,302,0,4
1,20,37,303,0,4
1,20,38,266,0,3
1,20,38,267,1,3
1,20,38,268,0,3
1,20,50,298,0,1
1,20,52,297,0,3
1,20,52,298,0,3
1,20,52,299,0,3
1,20,53,265,0,2
1,20,53,266,0,2
1,20,55,298,0,4
